b1_nummer;politician;vote;law;date;house;pdc_naam;category;district;sum_industry;sum_services;sum_agriculture;industry;services;agriculture;total_pers_taxes;vermogen_tax;income_tax;catholics;geref;hervormd;catholic_pct;geref_pct;hervormd_pct;party_granular;party_simple;birth_date;start_date;tenure;death_date;name_in_elec_combined;turnout;vote_share;soc_share;soc_dum;dsle;vote_share_nc
01337;Taets van Amerongen;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Taets van Amerongen tot Natewisch;fiscal;Leiden;13055;18243;3798;0,371979712787782;0,5197973172425127;0,10821471098149175;231177;4868;10095;32235;6876;67172;0,30329403573478353;6,46952005494764e-02;0,63201076371574005;protestant;confessional;1803-10-19;1850-10-07;7878;1873-02-22;P.H. baron van Taets van Amerongen;0,738905325443787;0,3945371775417299;0;0;1059;0,20232675771370764
00416;van Foreest;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Foreest;fiscal;Alkmaar;8752;13420;2626;0,352931688039358;0,5411649732128598;0,10589181879499804;192005;4620;17879;34155;1466;63147;0,34581038393001784;1,48428640855338e-02;0,63934675198444846;protestant;confessional;1817-02-03;1848-09-18;8627;1875-05-22;jhr.mr. C. van Foreest;0,640456563094483;0,5423134702053080;0;0;555;0,45768652979469204
01092;van Reenen;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Reenen;fiscal;Amsterdam;39841;103090;509;0,277753764640268;0,7186963216633506;0,00354849737938846;915409;146;1325;57938;1917;132003;0,30198375882162848;9,99176474267427e-03;0,68802447643569720;protestant;confessional;1818-09-30;1858-05-03;5113;1893-05-31;jhr.mr. G.C.J. van Reenen;0,612275827229098;0,1690532462115946;0;0;324;0,16029473098846100
01065;Pyls;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Pyls;fiscal;Roermond;8338;7154;4486;0,417359095004505;0,3580864225335248;0,22453828625450037;74597;7839;19900;97304;37;3230;0,96751548657167563;3,67899295025405e-04;0,03211661413329887;liberal;liberal;1819-02-28;1869-09-21;954;1903-02-06;NA;NA;NA;NA;NA;NA;NA
00589;Hoffman;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Hoffmann;fiscal;Gouda;15468;14320;6167;0,430204422194410;0,3982708569633182;0,17151600342737255;244681;13406;19545;29583;2816;88880;0,24392516429060265;2,32191888125727e-02;0,73285564689682459;protestant;confessional;1795-04-05;1844-10-22;10054;1874-02-03;M.A.F.H. Hoffman;0,507582515611062;0,5998781973203411;0;0;324;0,40012180267965897
01316;Storm van 's Gravesande;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Storm van 's-Gravesande;fiscal;Steenwijk;10897;3582;8279;0,478820634502153;0,1573918902151007;0,36377399430655838;47201;3241;3642;3544;2420;44973;0,06957614307870506;4,75096688065650e-02;0,88291418811472988;liberal;liberal;1809-05-16;1847-11-09;8941;1880-07-08;jhr. C.M. Storm van 's Gravesande;0,476694915254237;0,7960426179604262;0;0;324;0,16742770167427701
00841;Van Loon;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Loon;fiscal;Amersfoort;18404;11383;9241;0,471558880803526;0,2916588722370768;0,23677409269778091;158124;8936;18668;31843;1723;68008;0,31349557957745094;1,69630023431193e-02;0,66954141807942980;protestant;confessional;1816-12-23;1869-09-20;955;1876-03-07;jhr.mr. J.W. van Loon;0,585195530726257;0,5272952853598015;0;0;1059;0,47270471464019853
01168;Sandberg;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Sandberg;fiscal;Zwolle;22111;11555;13210;0,471691270586228;0,2464989275665086;0,28180300392193813;159177;5418;6856;21138;6237;72810;0,21098966911214251;6,22548285671508e-02;0,72675550232070674;liberal;liberal;1832-01-07;1869-09-20;955;1906-02-15;jhr.mr. J.A. Sandberg;0,740952380952381;0,5689027561102444;0;0;1059;0,43109724388975557
00697;Kien;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Kien;fiscal;Utrecht;22414;26504;8009;0,393732323853356;0,4655755035022937;0,14068682886339964;317440;7261;15929;37171;771;59433;0,38173042362002568;7,91784338896021e-03;0,61035173299101408;protestant;confessional;1800-04-09;1845-11-12;9668;1879-07-17;mr. N.P.J. Kien;0,450319375443577;0,2789735099337748;0;0;324;0,25496688741721857
00113;de Bieberstein  Rogalla Zawadsky;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Bieberstein Rogalla Zawadsky;fiscal;Maastricht;11171;8253;2275;0,514816350983916;0,3803310843513060;0,10483921625164525;122833;5704;20416;91682;1333;5617;0,92953605320788379;1,35148836077541e-02;0,05694906318436208;liberal;liberal;1796-04-25;1858-09-20;4973;1880-10-31;C.A. baron van Bieberstein Rogalla Zawadsky;0,455983772819473;0,8811787072243346;0;0;324;0,11882129277566540
00684;van Kerkwijk;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Kerkwijk;fiscal;Zierikzee;1266;1462;557;0,385388127853881;0,4450010660189571;0,16951574914877188;79585;8732;9467;3963;2468;43432;0,07947776908729919;4,94956179933016e-02;0,87102661291939920;liberal;liberal;1830-12-19;1863-03-04;3347;1901-05-21;J.J. van Kerkwijk;0,729850746268657;0,8482238966630786;0;0;1059;0,10979547900968784
00168;Borret;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Borret;fiscal;Tilburg;16723;6463;4186;0,610952798480199;0,2361119299560002;0,15292526897554304;113881;5179;8643;85114;547;14099;0,85318765036086608;5,48315958299920e-03;0,14132919005613473;catholic;confessional;1819-02-13;1868-02-25;1528;1900-03-29;F.H.H. Borret;0,478672985781991;0,8573232323232324;0;0;324;0,14267676767676768
01166;Saaymans Vader;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Saaymans Vader;fiscal;Goes;1511;1672;826;0,376901970566226;0,4170224054461504;0,20599562361014315;89821;9968;10292;12234;4130;37006;0,22922990444069699;7,73842982949222e-02;0,69338579726438077;protestant;confessional;1799-07-17;1866-11-20;1990;1891-03-18;mr. P.H. Saaymans Vader;0,774345198119543;0,6397800183318056;0;0;324;0,33638863428047661
00863;Mackay;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Mackay;fiscal;Tiel;1364;2122;246;0,365487674169346;0,5685402480029704;0,06589990558631133;63235;5441;6377;18076;1046;32709;0,34874881827477766;2,01809727769096e-02;0,63107020894831278;liberal;liberal;1839-12-22;1871-09-18;227;1921-08-01;mr. D.J. baron van Mackay;0,771134020618557;0,5088515660463006;0;0;324;0,49114843395369950
00464;Godefroi;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Godefroi;fiscal;Amsterdam;39841;103090;509;0,277753764640268;0,7186963216633506;0,00354849737938846;915409;146;1325;57938;1917;132003;0,30198375882162848;9,99176474267427e-03;0,68802447643569720;liberal;liberal;1813-12-16;1849-02-13;8479;1882-06-25;mr. M.H. Godefroi;0,454660267744380;0,5711086226203808;0;0;149;0,42889137737961924
00974;van Nispen van Sevenaer;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Nispen van Sevenaer;fiscal;Nijmegen;13594;8636;7991;0,449819661824559;0,2857573032244631;0,26441234586443557;150547;5276;7162;84760;121;18061;0,82337627013269621;1,17541916807523e-03;0,17544831069922870;liberal;liberal;1803-12-27;1848-09-21;8624;1875-05-05;jhr. J.A.C.A. van Nispen van Sevenaer;0,691996766370251;0,7187127532777116;0;0;324;0,28128724672228844
01414;Verheijen;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Verheijen;fiscal;Tilburg;16723;6463;4186;0,610952798480199;0,2361119299560002;0,15292526897554304;113881;5179;8643;85114;547;14099;0,85318765036086608;5,48315958299920e-03;0,14132919005613473;catholic;confessional;1818-01-18;1866-11-19;1991;1898-01-11;jhr.mr. J.B.A.J.M. Verheyen;0,508248730964467;0,8272785213511791;0;0;1059;0,09432759719566602
00519;van Hardenbroek van Lockhorst;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Hardenbroek van Lockhorst;fiscal;Amersfoort;18404;11383;9241;0,471558880803526;0,2916588722370768;0,23677409269778091;158124;8936;18668;31843;1723;68008;0,31349557957745094;1,69630023431193e-02;0,66954141807942980;protestant;confessional;1829-01-19;1866-11-19;1991;1877-04-23;E.L. baron van Hardenbroek|mr. E.L. baron van Hardenbroek van Lockhorst;0,594689028651293;0,4679802955665024;0;0;324;0,27463054187192121
00537;Heemskerk Azn.;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Heemskerk Azn.;fiscal;Gorinchem;1494;2852;326;0,319777397260274;0,6104034261089726;0,06976350756059421;99736;8448;11173;10445;3556;38674;0,19829140958709063;6,75083056478405e-02;0,73420028476506882;liberal;liberal;1818-07-30;1860-04-24;4391;1897-10-09;mr. J. Heemskerk Bzn.;0,601412714429869;0,2109054951264303;0;0;1059;0,19211753072467863
00573;van den Heuvel;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Heuvel;fiscal;Boxmeer;1566;492;1186;0,482737361282367;0,1516420458443063;0,36552654669729256;38208;7522;6419;41165;43;3662;0,91742812569645626;9,58324047247604e-04;0,08161355025629596;liberal;liberal;1812-02-22;1853-06-14;6897;1898-06-07;mr. P. van den Heuvel;0,679967091731798;0,6998738965952080;0;0;324;0,30012610340479196
00954;van Naamen van Eemnes;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Naamen van Eemnes;fiscal;Zwolle;22111;11555;13210;0,471691270586228;0,2464989275665086;0,28180300392193813;159177;5418;6856;21138;6237;72810;0,21098966911214251;6,22548285671508e-02;0,72675550232070674;liberal;liberal;1828-02-27;1866-11-19;1991;1902-03-07;mr. A. van Naamen van Eemnes;0,653241273494438;0,5666871542716656;0;0;324;0,25998770743700061
00082;Begram;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Begram;fiscal;Gorinchem;1494;2852;326;0,319777397260274;0,6104034261089726;0,06976350756059421;99736;8448;11173;10445;3556;38674;0,19829140958709063;6,75083056478405e-02;0,73420028476506882;protestant;confessional;1823-05-23;1859-02-15;4825;1890-05-06;W.C.M. Begram;0,425055222467655;0,9482758620689655;0;0;324;0,05172413793103448
00186;Bots;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Bots;fiscal;Eindhoven;11286;2887;5531;0,572777101096224;0,1465142143733771;0,28069417880201408;70311;4807;8638;91155;50;2594;0,97181206622671867;5,33054723397904e-04;0,02765487904988326;liberal;liberal;1806-10-14;1847-10-18;8963;1874-03-02;mr. J.B. Bots;0,383636363636364;1,0000000000000000;0;0;590;NA
01281;Smitz;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Smitz;fiscal;Eindhoven;11286;2887;5531;0,572777101096224;0,1465142143733771;0,28069417880201408;70311;4807;8638;91155;50;2594;0,97181206622671867;5,33054723397904e-04;0,02765487904988326;catholic;confessional;1828-09-30;1868-02-26;1527;1896-09-19;mr. P.J.A. Smitz;0,546702080566622;0,9766233766233766;0;0;324;0,02337662337662338
00674;Kappeyne van de Coppello;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Kappeyne van de Coppello;fiscal;Haarlem;10963;12390;4361;0,395576243054052;0,4470600834831405;0,15735250808474474;167500;1919;6585;27711;1304;29021;0,47747949548556062;2,24688124612310e-02;0,50005169205320832;liberal;liberal;1822-10-02;1862-09-15;3517;1895-07-28;mr. J. Kappeyne van de Coppello;0,593109105824446;0,6300211416490487;0;0;301;0,34038054968287529
00857;van Lynden van Sandenburg;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Lynden van Sandenburg;fiscal;Tiel;1364;2122;246;0,365487674169346;0,5685402480029704;0,06589990558631133;63235;5441;6377;18076;1046;32709;0,34874881827477766;2,01809727769096e-02;0,63107020894831278;protestant;confessional;1826-02-24;1866-08-07;2095;1885-11-08;mr. C.T. graaf van Lynden van Sandenburg;0,735051546391753;0,5745489078822412;0;0;205;0,42545109211775878
01437;Viruly Verbrugge;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Viruly Verbrugge;fiscal;Rotterdam;22492;53633;535;0,293399426037047;0,6996190285961200;0,00697877732775010;417461;66;440;34998;4180;63368;0,34129073781522440;4,07621945273341e-02;0,61794706765744156;liberal;liberal;1830-01-04;1863-03-09;3342;1908-12-10;W.A. Viruly Verbrugge;0,643737574552684;0,3676998368678630;0;0;1059;0,36508972267536705
00368;van Eck;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Eck;fiscal;Middelburg;3592;7107;546;0,319430858159182;0,6319962757569837;0,04855080546432261;179721;11808;16126;31729;1812;55500;0,35634146067541916;2,03501757617277e-02;0,62330836356285302;liberal;liberal;1817-05-28;1849-02-13;8479;1895-03-13;mr. D. van Eck;0,721551408708379;0,6377118644067796;0;0;1059;0,22351694915254236
00765;van Kuyk;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Kuyk;fiscal;Delft;12612;12518;2356;0,458851779087535;0,4554242533570220;0,08571351357741686;223825;6165;15251;31689;3503;74238;0,28958238143105181;3,20113314447592e-02;0,67840628712418893;protestant;confessional;1819-05-30;1868-02-25;1528;1885-05-27;mr. J. van Kuyk;0,659140568099053;0,6256352343308865;0;0;324;0,23997741389045738
01557;Wintgens;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Wintgens;fiscal;'s-Gravenhage;18119;37326;3451;0,307643982613420;0,6337578957517818;0,05859387461994655;486360;1189;4526;36721;1250;62172;0,36668563953546435;1,24821505247496e-02;0,62083220993978605;liberal;liberal;1818-01-08;1849-02-13;8479;1895-01-12;mr. W. Wintgens;0,522284122562674;0,7294007490636704;0;0;324;0,27059925093632958
00031;Arnoldts;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Arnoldts;fiscal;Roermond;8338;7154;4486;0,417359095004505;0,3580864225335248;0,22453828625450037;74597;7839;19900;97304;37;3230;0,96751548657167563;3,67899295025405e-04;0,03211661413329887;catholic;confessional;1808-09-09;1871-04-18;380;1881-12-19;J.H. Arnoldts;0,654295882053889;0,8306922435362802;0;0;324;0,16930775646371976
01601;van Zinnicq Bergmann;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Zinnicq Bergmann;fiscal;'s-Hertogenbosch;10950;9042;4361;0,449636595080688;0,3712821031486604;0,17906841043787664;136452;6509;9447;88504;207;4961;0,94482876419847983;2,20983858570331e-03;0,05296139721581689;catholic;confessional;1807-11-10;1866-11-19;1991;1879-02-25;mr. F.J.E. van Zinnicq Bergman;0,809334298118669;0,7080521817363923;0;0;1059;0,29194781826360772
00322;van der Doos de Willebois;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Does de Willebois;fiscal;'s-Hertogenbosch;10950;9042;4361;0,449636595080688;0,3712821031486604;0,17906841043787664;136452;6509;9447;88504;207;4961;0,94482876419847983;2,20983858570331e-03;0,05296139721581689;catholic;confessional;1810-03-21;1868-02-25;1528;1891-09-12;jhr.mr. J.M.B.J. van der Does de Willebois;0,519927536231884;1,0000000000000000;0;0;324;NA
00508;Haffmans;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Haffmans;fiscal;Boxmeer;1566;492;1186;0,482737361282367;0,1516420458443063;0,36552654669729256;38208;7522;6419;41165;43;3662;0,91742812569645626;9,58324047247604e-04;0,08161355025629596;catholic;confessional;1826-02-20;1866-11-24;1986;1896-09-16;mr. J.H.L. Haffmans;0,916772285593578;0,7128157156220767;0;0;1059;0,27362020579981289
00851;Luyben;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Luyben;fiscal;Breda;14810;11525;7969;0,431728078358209;0,3359624229124520;0,23230007187037607;157902;4881;7334;83069;470;13147;0,85916265022857508;4,86109674616801e-03;0,13597625302525701;catholic;confessional;1818-01-26;1859-10-31;4567;1902-06-09;mr. A.F.X. Luyben;0,773962070732957;0,6220657276995305;0;0;1059;0,37793427230046950
00201;de Brauw;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Brauw;fiscal;Gouda;15468;14320;6167;0,430204422194410;0,3982708569633182;0,17151600342737255;244681;13406;19545;29583;2816;88880;0,24392516429060265;2,32191888125727e-02;0,73285564689682459;protestant;confessional;1810-04-24;1853-06-14;6897;1874-01-17;jhr.mr. W.M. de Brauw;0,754687500000000;0,4688675302966987;0;0;1059;0,44546594233180109
00973;C. van Nispen tot Sevenaer;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Nispen tot Sevenaer;fiscal;Breda;14810;11525;7969;0,431728078358209;0,3359624229124520;0,23230007187037607;157902;4881;7334;83069;470;13147;0,85916265022857508;4,86109674616801e-03;0,13597625302525701;catholic;confessional;1824-08-28;1871-09-18;227;1884-04-03;jhr.mr. C.J.C.H. van Nispen tot Sevenaer;0,799150637022233;0,6518804243008679;0;0;324;0,32883317261330763
00870;van der Maesen de Sombreff;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Maesen de Sombreff;fiscal;Maastricht;11171;8253;2275;0,514816350983916;0,3803310843513060;0,10483921625164525;122833;5704;20416;91682;1333;5617;0,92953605320788379;1,35148836077541e-02;0,05694906318436208;liberal;liberal;1827-10-25;1864-09-20;2781;1902-11-14;jhr.mr. P.T. van der Maesen de Sombreff;0,463592233009709;0,9598853868194842;0;0;1059;0,04011461318051576
01603;van Zuylen van Nyevelt;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Zuylen van Nijevelt;fiscal;Arnhem;30502;22032;17588;0,434984740880180;0,3141933106686086;0,25081731971662413;273587;2597;6923;23554;1087;86222;0,21246042412707575;9,80489432903674e-03;0,77773468154388747;protestant;confessional;1819-08-19;1861-05-01;4019;1894-07-01;mr. J.P.J.A. graaf van Zuylen van Nijevelt;0,694027244149494;0,5137474541751528;0;0;324;0,46995926680244399
00350;Dumbar;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Dumbar;fiscal;Deventer;9405;5500;4823;0,476733576642336;0,2787848283612968;0,24446549583427157;78201;1948;2897;9048;709;39745;0,18278049371742555;1,43226536301564e-02;0,80289685265241806;liberal;liberal;1815-12-16;1862-05-08;3647;1878-08-01;mr. G. Dumbar;0,670825688073394;0,7001127395715896;0;0;1059;0,29988726042841035
00631;'s Jacob;0;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Jacob;fiscal;Amsterdam;39841;103090;509;0,277753764640268;0,7186963216633506;0,00354849737938846;915409;146;1325;57938;1917;132003;0,30198375882162848;9,99176474267427e-03;0,68802447643569720;protestant;confessional;1827-08-04;1866-11-19;1991;1912-04-15;F. s' Jacob|mr.dr. E.H. s' Jacob;0,500000000000000;0,5551583248212462;0;0;933;0,36874361593462718
00202;Bredius;1;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Bredius;fiscal;Dordrecht;12704;11826;2162;0,475947849542934;0,4430461986031218;0,08099526321876120;166772;8742;11073;4255;2832;104614;0,03809276550791845;2,53533988057403e-02;0,93655383568634132;liberal;liberal;1811-11-14;1871-02-28;429;1878-09-13;J.P. Bredius;0,674407353652637;0,5606725146198830;0;0;457;0,29020467836257308
00998;Oldenhuis Gratama;1;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Oldenhuis Gratama;fiscal;Assen;20430;10496;9475;0,505680552461573;0,2597922979155780;0,23451945451163797;106308;9060;8901;6988;11526;94937;0,06159487355774739;1,01594520982627e-01;0,83681060545962571;liberal;liberal;1815-06-07;1867-10-14;1662;1887-07-05;mr. L. Oldenhuis Gratama;0,380842202683943;0,8392621870882740;0;0;1059;0,09090909090909091
00625;Idzerda;1;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Idzerda;fiscal;Sneek;22029;12306;15176;0,444931429379330;0,2485485935028382;0,30651345032508842;178607;3230;6181;9509;4162;84167;0,09719127537357672;4,25397084977207e-02;0,86026901612870255;liberal;liberal;1816-08-13;1858-09-20;4973;1881-12-06;dr. W.H. Idzerda;0,706192028077212;0,2744921804781593;0;0;1059;0,17292827611001257
00583;Hingst;1;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Hingst;fiscal;Leeuwarden;25048;19914;16549;0,407211718229260;0,3237448288486933;0,26903811261124311;211678;2034;3963;11919;5350;83530;0,11824522068671316;5,30759233722557e-02;0,82867885594103119;liberal;liberal;1824-10-28;1866-11-19;1991;1906-10-18;S. Hingst;0,591617596120540;0,7481751824817519;0;0;1059;0,25182481751824820
00607;van Houten;1;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Houten;fiscal;Groningen;10314;16133;2620;0,354835380328207;0,5550212632476336;0,09013375963119652;117851;830;1880;7617;1875;38355;0,15919493385165215;3,91874098689573e-02;0,80161765627939052;liberal;liberal;1837-02-17;1869-02-24;1163;1930-10-14;mr. S. van Houten;0,496402877697842;0,5636114911080712;0;0;324;0,27222982216142272
00930;Mirandolle;1;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Mirandolle;fiscal;Haarlem;10963;12390;4361;0,395576243054052;0,4470600834831405;0,15735250808474474;167500;1919;6585;27711;1304;29021;0,47747949548556062;2,24688124612310e-02;0,50005169205320832;liberal;liberal;1827-09-28;1869-02-20;1167;1884-06-21;mr. C.J.F. Mirandolle;0,580379225061830;0,6027972027972028;0;0;1059;0,39720279720279722
00130;Blom;1;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Blom;fiscal;Rotterdam;22492;53633;535;0,293399426037047;0,6996190285961200;0,00697877732775010;417461;66;440;34998;4180;63368;0,34129073781522440;4,07621945273341e-02;0,61794706765744156;liberal;liberal;1809-10-03;1862-04-24;3661;1877-01-15;F.W.C. Blom;0,643737574552684;0,3650897226753670;0;0;1059;0,14420880913539968
00650;de Jong;1;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Jong;fiscal;Hoorn;4080;5340;2236;0,350034317089911;0,4581193928012350;0,19181923306238607;199099;12677;26840;29929;2806;65877;0,30350261631444447;2,84549547722387e-02;0,66804242891331689;liberal;liberal;1815-12-14;1871-09-18;227;1886-12-14;K.H. de Jong;0,685499582521570;0,5231596360628619;0;0;324;0,45492142266335817
00280;Cremers;1;Inkomstenbelasting 1872;1872-05-02;Tweede Kamer;Cremers;fiscal;Zuidhorn;14162;6468;11570;0,439813664596273;0,2008668216157481;0,35930962103531972;88165;5709;6982;2050;10250;38124;0,04065524353482468;2,03276217674123e-01;0,75606853879105185;liberal;liberal;1823-06-15;1869-12-13;871;1896-10-27;mr. E.J.J.B. Cremers;0,393789696541990;0,5871212121212122;0;0;876;0,22916666666666666
